O*NET-SOC Code,Element ID,Element Name,Scale ID,Data Value,N,Standard Error,Lower CI Bound,Upper CI Bound,Recommend Suppress,Not Relevant,Date,Domain Source
11-9111.00,4.A.4.c.2,Staffing Organizational Units,LV,5.07,28,n/a,n/a,n/a,n/a,N,08/2022,Occupational Expert
11-9111.00,4.A.4.c.3,Monitoring and Controlling Resources,IM,4.15,27,n/a,n/a,n/a,n/a,n/a,08/2022,Occupational Expert
11-9111.00,4.A.4.c.3,Monitoring and Controlling Resources,LV,5.00,28,n/a,n/a,n/a,n/a,N,08/2022,Occupational Expert
11-9121.00,4.A.1.a.1,Getting Information,IM,4.54,23,0.0905,4.3487,4.7241,N,n/a,08/2021,Incumbent
11-9121.00,4.A.1.a.1,Getting Information,LV,4.51,23,0.3340,3.8181,5.2033,N,N,08/2021,Incumbent
11-9121.00,4.A.1.a.2,"Monitoring Processes, Materials, or Surroundings",IM,4.58,23,0.1249,4.3218,4.8398,N,n/a,08/2021,Incumbent
11-9121.00,4.A.1.a.2,"Monitoring Processes, Materials, or Surroundings",LV,5.26,23,0.2921,4.6578,5.8695,N,N,08/2021,Incumbent
11-9121.00,4.A.1.b.1,"Identifying Objects, Actions, and Events",IM,4.42,23,0.1978,4.0064,4.8267,N,n/a,08/2021,Incumbent
11-9121.00,4.A.1.b.1,"Identifying Objects, Actions, and Events",LV,5.49,23,0.3491,4.7617,6.2097,N,N,08/2021,Incumbent
11-9121.00,4.A.1.b.2,"Inspecting Equipment, Structures, or Materials",IM,3.51,21,0.3426,2.7980,4.2274,N,n/a,08/2021,Incumbent
11-9121.00,4.A.1.b.2,"Inspecting Equipment, Structures, or Materials",LV,3.49,22,0.4723,2.5053,4.4695,N,N,08/2021,Incumbent
11-9121.00,4.A.1.b.3,"Estimating the Quantifiable Characteristics of Products, Events, or Information",IM,3.67,23,0.3371,2.9726,4.3709,N,n/a,08/2021,Incumbent
11-9121.00,4.A.1.b.3,"Estimating the Quantifiable Characteristics of Products, Events, or Information",LV,3.68,23,0.4777,2.6902,4.6717,N,N,08/2021,Incumbent
11-9121.00,4.A.2.a.1,"Judging the Qualities of Objects, Services, or People",IM,3.81,23,0.1832,3.4330,4.1929,N,n/a,08/2021,Incumbent
11-9121.00,4.A.2.a.1,"Judging the Qualities of Objects, Services, or People",LV,4.40,23,0.2363,3.9078,4.8879,N,N,08/2021,Incumbent
11-9121.00,4.A.2.a.2,Processing Information,IM,4.20,23,0.3313,3.5081,4.8822,N,n/a,08/2021,Incumbent
11-9121.00,4.A.2.a.2,Processing Information,LV,5.51,23,0.4685,4.5341,6.4774,N,N,08/2021,Incumbent
11-9121.00,4.A.2.a.3,Evaluating Information to Determine Compliance with Standards,IM,4.18,22,0.2348,3.6926,4.6692,N,n/a,08/2021,Incumbent
11-9121.00,4.A.2.a.3,Evaluating Information to Determine Compliance with Standards,LV,4.62,22,0.4878,3.6063,5.6351,N,N,08/2021,Incumbent
11-9121.00,4.A.2.a.4,Analyzing Data or Information,IM,4.47,23,0.2207,4.0073,4.9229,N,n/a,08/2021,Incumbent
11-9121.00,4.A.2.a.4,Analyzing Data or Information,LV,5.16,23,0.5268,4.0677,6.2526,N,N,08/2021,Incumbent
11-9121.00,4.A.2.b.1,Making Decisions and Solving Problems,IM,4.58,23,0.1079,4.3518,4.7994,N,n/a,08/2021,Incumbent
11-9121.00,4.A.2.b.1,Making Decisions and Solving Problems,LV,5.51,23,0.2062,5.0826,5.9379,N,N,08/2021,Incumbent
11-9121.00,4.A.2.b.2,Thinking Creatively,IM,3.87,22,0.2153,3.4178,4.3134,N,n/a,08/2021,Incumbent
11-9121.00,4.A.2.b.2,Thinking Creatively,LV,4.72,22,0.2802,4.1399,5.3054,N,N,08/2021,Incumbent
11-9121.00,4.A.2.b.3,Updating and Using Relevant Knowledge,IM,4.55,23,0.1225,4.2925,4.8008,N,n/a,08/2021,Incumbent
11-9121.00,4.A.2.b.3,Updating and Using Relevant Knowledge,LV,5.58,23,0.3840,4.7866,6.3795,N,N,08/2021,Incumbent
11-9121.00,4.A.2.b.4,Developing Objectives and Strategies,IM,4.32,23,0.1633,3.9812,4.6585,N,n/a,08/2021,Incumbent
11-9121.00,4.A.2.b.4,Developing Objectives and Strategies,LV,4.53,23,0.2186,4.0724,4.9792,N,N,08/2021,Incumbent
11-9121.00,4.A.2.b.5,Scheduling Work and Activities,IM,4.06,23,0.2840,3.4716,4.6497,N,n/a,08/2021,Incumbent
11-9121.00,4.A.2.b.5,Scheduling Work and Activities,LV,4.84,23,0.2881,4.2393,5.4343,N,N,08/2021,Incumbent
11-9121.00,4.A.2.b.6,"Organizing, Planning, and Prioritizing Work",IM,4.57,23,0.0946,4.3747,4.7673,N,n/a,08/2021,Incumbent
11-9121.00,4.A.2.b.6,"Organizing, Planning, and Prioritizing Work",LV,5.91,23,0.1308,5.6371,6.1795,N,N,08/2021,Incumbent
11-9121.00,4.A.3.a.1,Performing General Physical Activities,IM,2.64,23,0.2440,2.1337,3.1459,N,n/a,08/2021,Incumbent
11-9121.00,4.A.3.a.1,Performing General Physical Activities,LV,2.58,23,0.3853,1.7804,3.3785,N,N,08/2021,Incumbent
11-9121.00,4.A.3.a.2,Handling and Moving Objects,IM,2.29,23,0.2483,1.7727,2.8027,N,n/a,08/2021,Incumbent
11-9121.00,4.A.3.a.2,Handling and Moving Objects,LV,3.04,23,0.4980,2.0033,4.0690,N,N,08/2021,Incumbent
11-9121.00,4.A.3.a.3,Controlling Machines and Processes,IM,2.90,22,0.3754,2.1228,3.6842,N,n/a,08/2021,Incumbent
11-9121.00,4.A.3.a.3,Controlling Machines and Processes,LV,3.62,23,0.6395,2.2927,4.9453,N,N,08/2021,Incumbent
11-9121.00,4.A.3.a.4,"Operating Vehicles, Mechanized Devices, or Equipment",IM,2.58,23,0.2693,2.0179,3.1347,N,n/a,08/2021,Incumbent
11-9121.00,4.A.3.a.4,"Operating Vehicles, Mechanized Devices, or Equipment",LV,2.18,23,0.2318,1.6966,2.6579,N,N,08/2021,Incumbent
11-9121.00,4.A.3.b.1,Working with Computers,IM,4.27,23,0.3171,3.6147,4.9298,N,n/a,08/2021,Incumbent
11-9121.00,4.A.3.b.1,Working with Computers,LV,3.31,23,0.3325,2.6239,4.0030,N,N,08/2021,Incumbent
11-9121.00,4.A.3.b.2,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",IM,2.06,23,0.2513,1.5386,2.5808,N,n/a,08/2021,Incumbent
11-9121.00,4.A.3.b.2,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",LV,2.29,23,0.4050,1.4549,3.1348,N,N,08/2021,Incumbent
11-9121.00,4.A.3.b.4,Repairing and Maintaining Mechanical Equipment,IM,2.17,23,0.2957,1.5573,2.7837,N,n/a,08/2021,Incumbent
11-9121.00,4.A.3.b.4,Repairing and Maintaining Mechanical Equipment,LV,2.00,23,0.4547,1.0526,2.9387,N,N,08/2021,Incumbent
11-9121.00,4.A.3.b.5,Repairing and Maintaining Electronic Equipment,IM,2.19,23,0.2111,1.7493,2.6250,N,n/a,08/2021,Incumbent
11-9121.00,4.A.3.b.5,Repairing and Maintaining Electronic Equipment,LV,1.91,23,0.2981,1.2891,2.5255,N,N,08/2021,Incumbent
11-9121.00,4.A.3.b.6,Documenting/Recording Information,IM,4.41,23,0.2312,3.9314,4.8904,N,n/a,08/2021,Incumbent
11-9121.00,4.A.3.b.6,Documenting/Recording Information,LV,4.90,23,0.5682,3.7243,6.0812,N,N,08/2021,Incumbent
11-9121.00,4.A.4.a.1,Interpreting the Meaning of Information for Others,IM,4.22,22,0.2256,3.7526,4.6909,N,n/a,08/2021,Incumbent
11-9121.00,4.A.4.a.1,Interpreting the Meaning of Information for Others,LV,4.66,23,0.4693,3.6859,5.6323,N,N,08/2021,Incumbent
11-9121.00,4.A.4.a.2,"Communicating with Supervisors, Peers, or Subordinates",IM,4.56,23,0.2231,4.1002,5.0000,N,n/a,08/2021,Incumbent
11-9121.00,4.A.4.a.2,"Communicating with Supervisors, Peers, or Subordinates",LV,5.64,23,0.2074,5.2095,6.0698,N,N,08/2021,Incumbent
11-9121.00,4.A.4.a.3,Communicating with People Outside the Organization,IM,4.11,23,0.2983,3.4893,4.7264,N,n/a,08/2021,Incumbent
11-9121.00,4.A.4.a.3,Communicating with People Outside the Organization,LV,4.85,23,0.4295,3.9621,5.7436,N,N,08/2021,Incumbent
11-9121.00,4.A.4.a.4,Establishing and Maintaining Interpersonal Relationships,IM,4.48,23,0.0674,4.3434,4.6229,N,n/a,08/2021,Incumbent
11-9121.00,4.A.4.a.4,Establishing and Maintaining Interpersonal Relationships,LV,5.24,23,0.1511,4.9218,5.5484,N,N,08/2021,Incumbent
11-9121.00,4.A.4.a.5,Assisting and Caring for Others,IM,2.36,23,0.2556,1.8309,2.8912,N,n/a,08/2021,Incumbent
11-9121.00,4.A.4.a.5,Assisting and Caring for Others,LV,1.99,23,0.2547,1.4629,2.5191,N,N,08/2021,Incumbent
11-9121.00,4.A.4.a.6,Selling or Influencing Others,IM,2.90,23,0.3149,2.2484,3.5543,N,n/a,08/2021,Incumbent
11-9121.00,4.A.4.a.6,Selling or Influencing Others,LV,2.80,23,0.3920,1.9907,3.6167,N,N,08/2021,Incumbent
11-9121.00,4.A.4.a.7,Resolving Conflicts and Negotiating with Others,IM,3.12,22,0.3259,2.4424,3.7978,N,n/a,08/2021,Incumbent
11-9121.00,4.A.4.a.7,Resolving Conflicts and Negotiating with Others,LV,3.59,23,0.4667,2.6264,4.5621,N,N,08/2021,Incumbent
11-9121.00,4.A.4.a.8,Performing for or Working Directly with the Public,IM,2.21,23,0.2998,1.5843,2.8278,N,n/a,08/2021,Incumbent
11-9121.00,4.A.4.a.8,Performing for or Working Directly with the Public,LV,2.15,23,0.5307,1.0476,3.2488,N,N,08/2021,Incumbent
11-9121.00,4.A.4.b.1,Coordinating the Work and Activities of Others,IM,4.27,23,0.1308,4.0018,4.5442,N,n/a,08/2021,Incumbent
11-9121.00,4.A.4.b.1,Coordinating the Work and Activities of Others,LV,4.83,23,0.2843,4.2429,5.4223,N,N,08/2021,Incumbent
11-9121.00,4.A.4.b.2,Developing and Building Teams,IM,4.21,22,0.1818,3.8363,4.5924,N,n/a,08/2021,Incumbent
11-9121.00,4.A.4.b.2,Developing and Building Teams,LV,4.27,23,0.3849,3.4729,5.0694,N,N,08/2021,Incumbent
11-9121.00,4.A.4.b.3,Training and Teaching Others,IM,3.57,23,0.2474,3.0522,4.0785,N,n/a,08/2021,Incumbent
11-9121.00,4.A.4.b.3,Training and Teaching Others,LV,4.09,23,0.3393,3.3905,4.7978,N,N,08/2021,Incumbent
11-9121.00,4.A.4.b.4,"Guiding, Directing, and Motivating Subordinates",IM,4.06,22,0.2710,3.5009,4.6281,N,n/a,08/2021,Incumbent
11-9121.00,4.A.4.b.4,"Guiding, Directing, and Motivating Subordinates",LV,4.81,23,0.4157,3.9494,5.6735,N,N,08/2021,Incumbent
11-9121.00,4.A.4.b.5,Coaching and Developing Others,IM,3.74,23,0.1213,3.4887,3.9917,N,n/a,08/2021,Incumbent
11-9121.00,4.A.4.b.5,Coaching and Developing Others,LV,4.69,23,0.4502,3.7554,5.6225,N,N,08/2021,Incumbent
11-9121.00,4.A.4.b.6,Providing Consultation and Advice to Others,IM,3.44,23,0.2234,2.9730,3.8994,N,n/a,08/2021,Incumbent
11-9121.00,4.A.4.b.6,Providing Consultation and Advice to Others,LV,4.39,23,0.2599,3.8476,4.9255,N,N,08/2021,Incumbent
11-9121.00,4.A.4.c.1,Performing Administrative Activities,IM,3.41,23,0.3252,2.7371,4.0860,N,n/a,08/2021,Incumbent
11-9121.00,4.A.4.c.1,Performing Administrative Activities,LV,3.44,23,0.4632,2.4781,4.3994,N,N,08/2021,Incumbent
11-9121.00,4.A.4.c.2,Staffing Organizational Units,IM,3.60,23,0.3454,2.8807,4.3134,N,n/a,08/2021,Incumbent
11-9121.00,4.A.4.c.2,Staffing Organizational Units,LV,4.35,23,0.4614,3.3974,5.3113,N,N,08/2021,Incumbent
11-9121.00,4.A.4.c.3,Monitoring and Controlling Resources,IM,3.93,23,0.1587,3.6032,4.2614,N,n/a,08/2021,Incumbent
11-9121.00,4.A.4.c.3,Monitoring and Controlling Resources,LV,4.38,23,0.2907,3.7798,4.9855,N,N,08/2021,Incumbent
11-9121.01,4.A.1.a.1,Getting Information,IM,4.39,15,0.1576,4.0470,4.7232,N,n/a,08/2021,Incumbent
11-9121.01,4.A.1.a.1,Getting Information,LV,4.80,15,0.3853,3.9691,5.6216,N,N,08/2021,Incumbent
11-9121.01,4.A.1.a.2,"Monitoring Processes, Materials, or Surroundings",IM,4.10,14,0.2933,3.4625,4.7296,N,n/a,08/2021,Incumbent
11-9121.01,4.A.1.a.2,"Monitoring Processes, Materials, or Surroundings",LV,5.20,14,0.2126,4.7362,5.6550,N,N,08/2021,Incumbent
11-9121.01,4.A.1.b.1,"Identifying Objects, Actions, and Events",IM,3.74,15,0.1516,3.4143,4.0647,N,n/a,08/2021,Incumbent
11-9121.01,4.A.1.b.1,"Identifying Objects, Actions, and Events",LV,4.53,14,0.6143,3.2028,5.8570,N,N,08/2021,Incumbent
11-9121.01,4.A.1.b.2,"Inspecting Equipment, Structures, or Materials",IM,2.98,15,0.3045,2.3268,3.6332,N,n/a,08/2021,Incumbent
11-9121.01,4.A.1.b.2,"Inspecting Equipment, Structures, or Materials",LV,3.39,15,0.5409,2.2318,4.5522,N,N,08/2021,Incumbent
11-9121.01,4.A.1.b.3,"Estimating the Quantifiable Characteristics of Products, Events, or Information",IM,2.79,15,0.2878,2.1716,3.4060,N,n/a,08/2021,Incumbent
11-9121.01,4.A.1.b.3,"Estimating the Quantifiable Characteristics of Products, Events, or Information",LV,2.94,15,0.2941,2.3132,3.5746,N,N,08/2021,Incumbent
11-9121.01,4.A.2.a.1,"Judging the Qualities of Objects, Services, or People",IM,3.18,15,0.2963,2.5461,3.8171,N,n/a,08/2021,Incumbent
11-9121.01,4.A.2.a.1,"Judging the Qualities of Objects, Services, or People",LV,3.51,14,0.5469,2.3246,4.6875,N,N,08/2021,Incumbent
11-9121.01,4.A.2.a.2,Processing Information,IM,3.48,15,0.2324,2.9806,3.9775,N,n/a,08/2021,Incumbent
11-9121.01,4.A.2.a.2,Processing Information,LV,4.71,15,0.3916,3.8732,5.5528,N,N,08/2021,Incumbent
11-9121.01,4.A.2.a.3,Evaluating Information to Determine Compliance with Standards,IM,4.08,15,0.4227,3.1760,4.9891,N,n/a,08/2021,Incumbent
11-9121.01,4.A.2.a.3,Evaluating Information to Determine Compliance with Standards,LV,4.52,15,0.6286,3.1741,5.8704,N,N,08/2021,Incumbent
11-9121.01,4.A.2.a.4,Analyzing Data or Information,IM,3.45,15,0.3743,2.6443,4.2499,N,n/a,08/2021,Incumbent
11-9121.01,4.A.2.a.4,Analyzing Data or Information,LV,4.28,15,0.5829,3.0286,5.5292,N,N,08/2021,Incumbent
11-9121.01,4.A.2.b.1,Making Decisions and Solving Problems,IM,3.70,15,0.1714,3.3306,4.0658,N,n/a,08/2021,Incumbent
11-9121.01,4.A.2.b.1,Making Decisions and Solving Problems,LV,4.36,15,0.3838,3.5408,5.1871,N,N,08/2021,Incumbent
11-9121.01,4.A.2.b.2,Thinking Creatively,IM,3.13,14,0.2282,2.6375,3.6237,N,n/a,08/2021,Incumbent
11-9121.01,4.A.2.b.2,Thinking Creatively,LV,3.54,14,0.2601,2.9759,4.0997,N,N,08/2021,Incumbent
11-9121.01,4.A.2.b.3,Updating and Using Relevant Knowledge,IM,3.41,15,0.1833,3.0191,3.8055,N,n/a,08/2021,Incumbent
11-9121.01,4.A.2.b.3,Updating and Using Relevant Knowledge,LV,4.13,15,0.3190,3.4507,4.8190,N,N,08/2021,Incumbent
11-9121.01,4.A.2.b.4,Developing Objectives and Strategies,IM,2.87,15,0.3638,2.0851,3.6458,N,n/a,08/2021,Incumbent
11-9121.01,4.A.2.b.4,Developing Objectives and Strategies,LV,2.86,15,0.6043,1.5589,4.1511,N,N,08/2021,Incumbent
11-9121.01,4.A.2.b.5,Scheduling Work and Activities,IM,4.01,14,0.2606,3.4515,4.5774,N,n/a,08/2021,Incumbent
11-9121.01,4.A.2.b.5,Scheduling Work and Activities,LV,4.22,15,0.5651,3.0091,5.4331,N,N,08/2021,Incumbent
11-9121.01,4.A.2.b.6,"Organizing, Planning, and Prioritizing Work",IM,4.43,15,0.2258,3.9468,4.9154,N,n/a,08/2021,Incumbent
11-9121.01,4.A.2.b.6,"Organizing, Planning, and Prioritizing Work",LV,5.79,15,0.2993,5.1505,6.4343,N,N,08/2021,Incumbent
11-9121.01,4.A.3.a.1,Performing General Physical Activities,IM,2.49,14,0.3115,1.8179,3.1638,N,n/a,08/2021,Incumbent
11-9121.01,4.A.3.a.1,Performing General Physical Activities,LV,2.38,14,0.4863,1.3276,3.4289,N,N,08/2021,Incumbent
11-9121.01,4.A.3.a.2,Handling and Moving Objects,IM,2.45,15,0.3473,1.7090,3.1989,N,n/a,08/2021,Incumbent
11-9121.01,4.A.3.a.2,Handling and Moving Objects,LV,2.90,15,0.5659,1.6849,4.1124,N,N,08/2021,Incumbent
11-9121.01,4.A.3.a.3,Controlling Machines and Processes,IM,2.16,15,0.2934,1.5315,2.7900,N,n/a,08/2021,Incumbent
11-9121.01,4.A.3.a.3,Controlling Machines and Processes,LV,2.15,15,0.5255,1.0274,3.2814,N,N,08/2021,Incumbent
11-9121.01,4.A.3.a.4,"Operating Vehicles, Mechanized Devices, or Equipment",IM,1.40,15,0.1992,1.0000,1.8290,N,n/a,08/2021,Incumbent
11-9121.01,4.A.3.a.4,"Operating Vehicles, Mechanized Devices, or Equipment",LV,0.79,15,0.4594,0.0000,1.7801,Y,N,08/2021,Incumbent
11-9121.01,4.A.3.b.1,Working with Computers,IM,4.39,14,0.2666,3.8161,4.9682,N,n/a,08/2021,Incumbent
11-9121.01,4.A.3.b.1,Working with Computers,LV,3.83,14,0.6248,2.4798,5.1793,N,N,08/2021,Incumbent
11-9121.01,4.A.3.b.2,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",IM,1.94,15,0.2527,1.3953,2.4792,N,n/a,08/2021,Incumbent
11-9121.01,4.A.3.b.2,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",LV,1.75,15,0.4388,0.8049,2.6870,N,N,08/2021,Incumbent
11-9121.01,4.A.3.b.4,Repairing and Maintaining Mechanical Equipment,IM,1.81,15,0.2817,1.2095,2.4179,N,n/a,08/2021,Incumbent
11-9121.01,4.A.3.b.4,Repairing and Maintaining Mechanical Equipment,LV,1.43,15,0.5191,0.3120,2.5388,N,N,08/2021,Incumbent
11-9121.01,4.A.3.b.5,Repairing and Maintaining Electronic Equipment,IM,1.96,15,0.2520,1.4235,2.5045,N,n/a,08/2021,Incumbent
11-9121.01,4.A.3.b.5,Repairing and Maintaining Electronic Equipment,LV,1.60,15,0.3884,0.7696,2.4357,N,N,08/2021,Incumbent
11-9121.01,4.A.3.b.6,Documenting/Recording Information,IM,4.53,14,0.2594,3.9698,5.0000,N,n/a,08/2021,Incumbent
11-9121.01,4.A.3.b.6,Documenting/Recording Information,LV,4.52,15,0.5211,3.4042,5.6394,N,N,08/2021,Incumbent
11-9121.01,4.A.4.a.1,Interpreting the Meaning of Information for Others,IM,3.12,15,0.2341,2.6221,3.6263,N,n/a,08/2021,Incumbent
11-9121.01,4.A.4.a.1,Interpreting the Meaning of Information for Others,LV,2.66,15,0.3142,1.9908,3.3388,N,N,08/2021,Incumbent
11-9121.01,4.A.4.a.2,"Communicating with Supervisors, Peers, or Subordinates",IM,4.13,15,0.2318,3.6353,4.6298,N,n/a,08/2021,Incumbent
11-9121.01,4.A.4.a.2,"Communicating with Supervisors, Peers, or Subordinates",LV,4.67,15,0.2875,4.0521,5.2856,N,N,08/2021,Incumbent
11-9121.01,4.A.4.a.3,Communicating with People Outside the Organization,IM,3.13,14,0.4755,2.1026,4.1572,N,n/a,08/2021,Incumbent
11-9121.01,4.A.4.a.3,Communicating with People Outside the Organization,LV,3.74,14,0.8587,1.8873,5.5975,N,N,08/2021,Incumbent
11-9121.01,4.A.4.a.4,Establishing and Maintaining Interpersonal Relationships,IM,3.86,15,0.3124,3.1906,4.5308,N,n/a,08/2021,Incumbent
11-9121.01,4.A.4.a.4,Establishing and Maintaining Interpersonal Relationships,LV,5.17,15,0.4366,4.2325,6.1053,N,N,08/2021,Incumbent
11-9121.01,4.A.4.a.5,Assisting and Caring for Others,IM,3.48,15,0.1686,3.1221,3.8451,N,n/a,08/2021,Incumbent
11-9121.01,4.A.4.a.5,Assisting and Caring for Others,LV,4.05,15,0.3671,3.2579,4.8325,N,N,08/2021,Incumbent
11-9121.01,4.A.4.a.6,Selling or Influencing Others,IM,1.60,15,0.1960,1.1839,2.0247,N,n/a,08/2021,Incumbent
11-9121.01,4.A.4.a.6,Selling or Influencing Others,LV,1.07,15,0.3693,0.2746,1.8589,N,N,08/2021,Incumbent
11-9121.01,4.A.4.a.7,Resolving Conflicts and Negotiating with Others,IM,2.43,15,0.4157,1.5424,3.3257,N,n/a,08/2021,Incumbent
11-9121.01,4.A.4.a.7,Resolving Conflicts and Negotiating with Others,LV,2.58,15,0.7021,1.0785,4.0902,N,N,08/2021,Incumbent
11-9121.01,4.A.4.a.8,Performing for or Working Directly with the Public,IM,3.20,15,0.4234,2.2884,4.1045,N,n/a,08/2021,Incumbent
11-9121.01,4.A.4.a.8,Performing for or Working Directly with the Public,LV,3.43,15,0.5965,2.1504,4.7091,N,N,08/2021,Incumbent
11-9121.01,4.A.4.b.1,Coordinating the Work and Activities of Others,IM,3.23,15,0.3946,2.3822,4.0747,N,n/a,08/2021,Incumbent
11-9121.01,4.A.4.b.1,Coordinating the Work and Activities of Others,LV,3.78,15,0.5913,2.5075,5.0440,N,N,08/2021,Incumbent
11-9121.01,4.A.4.b.2,Developing and Building Teams,IM,2.67,15,0.3179,1.9876,3.3511,N,n/a,08/2021,Incumbent
11-9121.01,4.A.4.b.2,Developing and Building Teams,LV,2.38,15,0.4694,1.3714,3.3850,N,N,08/2021,Incumbent
11-9121.01,4.A.4.b.3,Training and Teaching Others,IM,3.54,15,0.3286,2.8324,4.2419,N,n/a,08/2021,Incumbent
11-9121.01,4.A.4.b.3,Training and Teaching Others,LV,3.58,15,0.6758,2.1313,5.0302,N,N,08/2021,Incumbent
11-9121.01,4.A.4.b.4,"Guiding, Directing, and Motivating Subordinates",IM,2.26,15,0.3456,1.5206,3.0029,N,n/a,08/2021,Incumbent
11-9121.01,4.A.4.b.4,"Guiding, Directing, and Motivating Subordinates",LV,2.44,15,0.6289,1.0912,3.7891,N,N,08/2021,Incumbent
11-9121.01,4.A.4.b.5,Coaching and Developing Others,IM,3.00,15,0.3499,2.2509,3.7518,N,n/a,08/2021,Incumbent
11-9121.01,4.A.4.b.5,Coaching and Developing Others,LV,3.39,15,0.4076,2.5114,4.2596,N,N,08/2021,Incumbent
11-9121.01,4.A.4.b.6,Providing Consultation and Advice to Others,IM,2.36,15,0.2429,1.8380,2.8801,N,n/a,08/2021,Incumbent
11-9121.01,4.A.4.b.6,Providing Consultation and Advice to Others,LV,3.42,15,0.6187,2.0911,4.7451,N,N,08/2021,Incumbent
11-9121.01,4.A.4.c.1,Performing Administrative Activities,IM,3.94,15,0.2231,3.4591,4.4162,N,n/a,08/2021,Incumbent
11-9121.01,4.A.4.c.1,Performing Administrative Activities,LV,4.11,15,0.4879,3.0603,5.1534,N,N,08/2021,Incumbent
11-9121.01,4.A.4.c.2,Staffing Organizational Units,IM,1.57,15,0.1989,1.1452,1.9985,N,n/a,08/2021,Incumbent
11-9121.01,4.A.4.c.2,Staffing Organizational Units,LV,1.14,15,0.4745,0.1223,2.1577,N,N,08/2021,Incumbent
11-9121.01,4.A.4.c.3,Monitoring and Controlling Resources,IM,2.73,15,0.3870,1.8995,3.5598,N,n/a,08/2021,Incumbent
11-9121.01,4.A.4.c.3,Monitoring and Controlling Resources,LV,3.14,15,0.6527,1.7374,4.5373,N,N,08/2021,Incumbent
11-9121.02,4.A.1.a.1,Getting Information,IM,4.45,22,n/a,n/a,n/a,n/a,n/a,08/2020,Occupational Expert
11-9121.02,4.A.1.a.1,Getting Information,LV,5.73,22,n/a,n/a,n/a,n/a,N,08/2020,Occupational Expert
11-9121.02,4.A.1.a.2,"Monitoring Processes, Materials, or Surroundings",IM,3.68,22,n/a,n/a,n/a,n/a,n/a,08/2020,Occupational Expert
11-9121.02,4.A.1.a.2,"Monitoring Processes, Materials, or Surroundings",LV,4.82,22,n/a,n/a,n/a,n/a,N,08/2020,Occupational Expert
11-9121.02,4.A.1.b.1,"Identifying Objects, Actions, and Events",IM,3.86,22,n/a,n/a,n/a,n/a,n/a,08/2020,Occupational Expert
11-9121.02,4.A.1.b.1,"Identifying Objects, Actions, and Events",LV,5.14,22,n/a,n/a,n/a,n/a,N,08/2020,Occupational Expert
11-9121.02,4.A.1.b.2,"Inspecting Equipment, Structures, or Materials",IM,2.59,22,n/a,n/a,n/a,n/a,n/a,08/2020,Occupational Expert
11-9121.02,4.A.1.b.2,"Inspecting Equipment, Structures, or Materials",LV,3.27,22,n/a,n/a,n/a,n/a,N,08/2020,Occupational Expert
11-9121.02,4.A.1.b.3,"Estimating the Quantifiable Characteristics of Products, Events, or Information",IM,3.55,22,n/a,n/a,n/a,n/a,n/a,08/2020,Occupational Expert
11-9121.02,4.A.1.b.3,"Estimating the Quantifiable Characteristics of Products, Events, or Information",LV,4.55,22,n/a,n/a,n/a,n/a,N,08/2020,Occupational Expert
11-9121.02,4.A.2.a.1,"Judging the Qualities of Objects, Services, or People",IM,3.09,22,n/a,n/a,n/a,n/a,n/a,08/2020,Occupational Expert
11-9121.02,4.A.2.a.1,"Judging the Qualities of Objects, Services, or People",LV,4.00,22,n/a,n/a,n/a,n/a,N,08/2020,Occupational Expert
11-9121.02,4.A.2.a.2,Processing Information,IM,4.05,22,n/a,n/a,n/a,n/a,n/a,08/2020,Occupational Expert
11-9121.02,4.A.2.a.2,Processing Information,LV,5.64,22,n/a,n/a,n/a,n/a,N,08/2020,Occupational Expert
11-9121.02,4.A.2.a.3,Evaluating Information to Determine Compliance with Standards,IM,4.00,22,n/a,n/a,n/a,n/a,n/a,08/2020,Occupational Expert
11-9121.02,4.A.2.a.3,Evaluating Information to Determine Compliance with Standards,LV,5.05,22,n/a,n/a,n/a,n/a,N,08/2020,Occupational Expert
11-9121.02,4.A.2.a.4,Analyzing Data or Information,IM,4.55,22,n/a,n/a,n/a,n/a,n/a,08/2020,Occupational Expert
11-9121.02,4.A.2.a.4,Analyzing Data or Information,LV,5.86,22,n/a,n/a,n/a,n/a,N,08/2020,Occupational Expert
11-9121.02,4.A.2.b.1,Making Decisions and Solving Problems,IM,4.50,22,n/a,n/a,n/a,n/a,n/a,08/2020,Occupational Expert
11-9121.02,4.A.2.b.1,Making Decisions and Solving Problems,LV,5.77,22,n/a,n/a,n/a,n/a,N,08/2020,Occupational Expert
11-9121.02,4.A.2.b.2,Thinking Creatively,IM,3.73,22,n/a,n/a,n/a,n/a,n/a,08/2020,Occupational Expert
11-9121.02,4.A.2.b.2,Thinking Creatively,LV,5.23,22,n/a,n/a,n/a,n/a,N,08/2020,Occupational Expert
11-9121.02,4.A.2.b.3,Updating and Using Relevant Knowledge,IM,4.32,22,n/a,n/a,n/a,n/a,n/a,08/2020,Occupational Expert
11-9121.02,4.A.2.b.3,Updating and Using Relevant Knowledge,LV,5.68,22,n/a,n/a,n/a,n/a,N,08/2020,Occupational Expert
